Date,Open,High,Low,Close,Variation,Volume
2009-01-30,4.317729949951172,4.408120155334473,4.2582502365112305,4.396230220794678,1.8180912598388277,0.0
2009-02-02,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-02-03,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-02-04,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-02-05,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-02-06,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-02-09,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-02-10,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-02-11,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-02-12,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-02-13,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-02-16,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-02-17,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-02-18,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-02-19,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-02-20,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-02-25,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-02-26,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-02-27,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-03-02,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-03-03,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-03-04,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-03-05,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-03-06,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-03-09,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-03-10,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-03-11,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-03-12,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-03-13,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-03-16,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-03-17,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-03-18,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-03-19,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-03-20,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-03-23,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-03-24,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-03-25,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-03-26,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-03-27,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-03-30,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-03-31,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-04-01,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-04-02,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-04-03,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-04-06,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-04-07,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-04-08,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-04-09,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-04-13,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-04-14,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-04-15,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-04-16,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-04-17,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-04-20,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-04-22,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-04-23,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-04-24,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-04-27,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-04-28,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-04-29,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-04-30,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-05-04,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-05-05,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-05-06,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-05-07,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-05-08,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-05-11,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-05-12,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-05-13,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-05-14,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-05-15,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-05-18,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-05-19,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-05-20,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-05-21,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-05-22,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-05-25,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-05-26,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-05-27,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-05-28,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-05-29,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-06-01,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-06-02,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-06-03,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-06-04,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
2009-06-05,4.396230220794678,4.396230220794678,4.396230220794678,4.396230220794678,0.0,0.0
